designator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,5,5,0,0,449,0,1,0,91,297,210,121,118,114,110,96,93,93,0,0,0,0,0,0,0,1,1,277,13,2,8,0,2,1,12,0,105,4,0,0,9,50,118,3,11,27,4,0,0,0,0,0,0,0,0,0,0,11,2,6,1,11,0,5,7,12,0,2,7,1,12,14,0,0,3,8,28,1,0,2,0,1,0,0,0,0,0,0
designator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,3,0,0,31,93,57,49,48,44,45,44,43,37,0,0,0,0,0,0,0,0,0,96,1,0,0,0,1,0,4,0,0,0,6,0,0,3,136,1,4,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
designator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,9,56,32,20,19,11,11,11,11,9,0,0,0,0,0,0,0,0,1,22,29,0,0,0,0,0,1,0,2,0,0,0,2,12,38,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
designator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,0,0,8,0,0,0,0,0,5,1,2,0,160,444,409,364,299,229,202,206,187,183,0,0,0,0,0,0,0,11,4,339,45,40,9,3,50,26,16,2,87,7,31,19,4,49,431,25,47,115,6,19,19,10,76,0,0,0,0,0,0,8,3,2,19,36,3,1,5,17,0,4,2,2,20,21,4,4,19,17,21,6,0,13,1,0,0,0,0,0,0,0
designator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
designator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,197,417,420,329,237,275,265,224,168,172,0,0,0,0,0,0,0,0,1,648,19,0,44,0,0,0,8,0,28,0,0,0,48,67,238,44,6,36,0,0,5,0,4,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
designator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,638,4,0,0,122,350,265,267,198,134,137,125,134,118,0,0,0,0,0,0,0,1,24,382,9,6,23,0,6,0,13,0,8,6,0,0,9,1,249,7,4,23,8,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
designator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,2,0,1,1,0,0,144,0,0,0,64,72,69,62,57,170,39,23,17,17,0,0,0,0,0,0,0,12,7,91,18,2,1,2,8,12,4,1,7,3,3,2,16,7,115,9,4,2,0,0,5,0,8,0,0,0,0,0,0,6,0,7,1,13,0,2,0,10,0,2,6,0,9,5,0,0,5,10,5,0,0,4,0,5,0,0,0,0,0,0
designator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,14,55,41,43,25,16,13,12,12,12,0,0,0,0,0,0,0,13,1,46,10,10,8,0,5,6,12,5,6,10,9,6,15,4,64,9,10,16,0,5,10,1,9,0,0,0,0,0,0,1,2,1,4,8,1,2,1,9,0,0,2,12,2,4,0,0,2,1,12,0,1,3,0,1,0,0,0,0,0,0
designator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,111,382,198,286,206,129,131,107,104,102,0,0,0,0,0,0,0,74,74,406,56,0,4,0,0,0,21,0,80,36,0,36,2,28,165,12,99,23,0,0,2,0,84,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
designator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,0,0,0,0,0,0,0,0,0,0,0,1091,0,0,0,266,508,374,332,319,324,325,319,308,230,0,0,0,0,0,0,0,0,0,891,97,0,0,0,0,86,7,0,22,172,0,0,2,31,206,0,2,33,0,0,3,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
designator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,144,321,210,217,214,239,152,135,137,148,0,0,0,0,0,0,0,0,0,462,10,0,0,0,4,0,6,0,23,4,0,0,0,28,196,0,0,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manufacturer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,18,3,21,9,0,4,10,0,3,1,70,9,12,43,1,3,12,18,2,7,0,5,1,3,0,0,0,0,0,0,91,0,106,10,56,4,35,50,89,0,0,95,57,55,92,72,0,27,37,59,38,9,1,17,33,0,0,0,0,0,0
manufacturer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,6,38,14,34,6,28,14,54,1,22,30,39,41,91,21,0,27,47,34,8,7,3,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manufacturer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,4,0,34,34,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,46,8,34,15,6,20,80,1,0,27,25,23,45,77,4,27,37,45,3,5,0,1,63,0,0,0,0,0,0,0,124,47,41,52,65,4,48,28,21,0,0,5,24,72,117,25,0,90,23,13,1,0,0,0,32,0,0,0,0,0,0
manufacturer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,5,15,7,2,13,26,2,1,17,21,18,21,17,2,11,11,13,4,2,0,2,16,0,0,0,0,0,0,0,21,0,11,1,16,0,9,3,12,0,2,6,4,12,21,5,0,10,9,14,5,1,0,0,0,0,0,0,0,0,0
